id,type,text1,text2,text3,text4,notes
AL_doctor,SHIP,"一艘布满谜团的主力舰，出现时间在 ""趋光计划"" 结束后，且大众不能在普通渠道查找到设计参与者的名字。博士生-级战列舰的设计项目被公布的早期，媒体称其为 ""毕业的趋光学者""。他拥有卓越的幅能数据与强大的耐久，并且搭载着极度强大的 原初堆芯 —— 终极武器 ""原初激光炮"" 的锁链，解禁时能让火控雷达以疯狂速度运转的究极科技，并解除这个终极武器的开火限制。据宣传所言，原初激光炮 能抵消所有护盾的高抗性优势，一视同仁的造成杀伤，这能让任何以护盾为傲的主力舰黯然失色。

值得注意的是，公开的模拟测试中，大多数舰长认为博士生-级所表现出的实用度远没有预期那样高，和趋光学者 (A.L.S.S)-级相去甚远，官方设计人员则辩称博士生-级被设计为低速炮舰，更倾向用于防御工事而非跟随舰长出征，而 A.L.S.S 和他的子级一样，属于高速突击战舰，适合速战速决，自然没有可比性。

然而非常不幸的是，经过数月后，在趋光官方的申明中，博士生-级战列舰的研发被终止了，其理由竟然是趋光议会的万能工厂并不能制造有关原初堆芯的一个关键细节。在此之后，博士生-级战列舰从此成为了被淹埋的星尘，纸上谈兵的典型案例，永远地活在欧几里德-级与寒院-级的阴影之下。然而，在趋光议会与仲裁骑士团早期的交战时期，有人曾在公开场合宣称自己在研究破灭迷雾的技术时意外发现了一艘似乎是在执行机密任务的博士生-级。尽管事后他因为窃取技术和寻衅滋事被捕，但这是否意味着一个事实：在官方层面认为 ""不可能存在"" 的博士生-级，可能已经在高度保密中流传。",,,,
AL_doctoralsupervisor,SHIP,"博导-级诞生于趋光计划结束后，以太小组对典范级战列舰一次成功的模仿。整个舰体成本不高，维护相较于其他抗线战舰要轻松许多。但相对的，由于超高的结构耦合度，使得定制这艘战舰变得极为困难。

博导-级用了两根穿透整个舰身的合金传导管来稳定幅能输出，比起堡垒护盾，传导器在开启时战舰仍旧可以自由开火，但是射速被极大的限制以将幅能用于增压护盾。此外，传导器材质的热容量很低，这使得博导-级能迅速开关战术系统，在自由开火和坚守防御的姿态间迅速切换，灵活度极高。

据说博导-级的设计师就是当初设计博士生的那位，也许这种命名是在向议会高层表达不满吧。",,,,
AL_repairfactory,SHIP,"舰长的堡垒，远征的必须。科技的尖端。私塾-级集三者为一体，维持着整个征途的续航。本身作为一个无可挑剔的堡垒，巨大的身躯可以承载数目庞大的飞机联队，在战斗陷入焦灼时可以临危受命，当他重装上阵，所有友军都为之傲然。当然，其配备完整的舰载维修工厂才是私塾-级的内涵所在，战与战之间的高速整备令拥有私塾-级的舰队拥有可以以战养战的巨大优势。这种一举一动能影响战场的巨型船只，曾被冠以 ""紫色巨兽"" 的名号，用于各式各样的攻坚战。不过需要注意的是，私塾-级本身并不适合上前线，其过慢的战场航行速度决定了他只适合作为整支舰队的 ""保险""。

同其他巨型战舰相比，私塾-级更偏向后勤维持，稳重而内涵深邃。",,,,
AL_granary,SHIP,"当趋光议会开始筹备有计划的远征运动时，仓廪-级运输舰便应运而生，它迅速成为了所有在外征战的舰长的必备选择，其油货双运的特点也让所有议会的雇佣兵表示了极大的赞赏。为了降低长征路途中的燃油消耗，议会利用仓廪-级庞大的货舱空间，在其装甲间隙中开辟了大量特化管道，研究并成功装载了 反物质精化工厂。这种强大的设备能够在战斗之后回收并利用战场上受到不同程度损伤的反物质燃料，使得舰队在无法在短时间内达到星球市场时，可以做到一定程度上的以战养战。不仅如此，当舰队进入持续加速状态时，这个工厂独有的智能系统还能充当舰队行动策划者，替指挥官即时调整用油策略，降低燃料损耗。

虽说仓廪-级在很长一段时间内霸占了舰长们的优先舰船名单前几名，但由于它在核心星系进行商业活动时性价比不高，对于实力较强、关系网庞大的雇佣兵们，其优先度很快便被议会盟友，博尔肯基金会的巨型商船昌格纳-级超越。",,,,
AL_granary_mk2,SHIP,"一艘仓廪-级货舰的重武装版本，在议会之中被称为仓廪.改-级。负责整个放逐前哨的补给任务与舰队维稳，仅搭载了少数战斗人员与飞行员，其余人员均为补给后勤人员。

在保留了大部分货仓和生活空间的基础上，仓廪.改拆除了不必要的燃料罐并按照指挥官的意愿加装了一个大型导弹武器接口、减少船员宿舍与部分舰船空间加装额外的甲板、削弱维度差发生器的功率以降低幅能压力、调整热诱弹的输出水平使其能够自主拦截、加装了一整个完整的军事化子系统。

仓廪.改是一艘集合放逐前哨工程人员全部的奇思妙想与其指挥官丰富的作战经验而产生的巨物，能让所有初出茅庐的劫掠者碰得满鼻子灰的可怖武装货舰。尽管经历了大量的军事化改装，内部依然保留了提供给放逐前哨舰组成员的娱乐空间与足够的货仓，这一切都让这艘舰船的指挥官非常满意。不过显然凡事无法面面俱到 —— 在经历了大量的改装之后，仓廪.改已经不再适合进行任何跨星系的航行任务，虽然他们已经不需要跨星系航行了。",,,,
AL_boss_higgs,SHIP,"希格斯-级超空间巨舰，被誉为世界之基构的玻色子-级的加强版。趋光计划-Beta 失败后，双蛇之目的影响力日益下滑，库库尔坎违反相关议会律法，调用大量被解除安全限制的高级人工智能，以近乎 ""活祭"" 的方式制造了一个最接近 ""神"" 的人工智能。在可以观测到的数据中，这个被称作 ""基路"" 的人工智能拥有堪比当时被囚禁的朝圣的运算性能。

希格斯的诞生是令人意想不到的。""基路"" 被完成后，库库尔坎携带着其芯片来到私人船坞，准备挑选合适的舰船来作为载体。在物理链接一艘玻色子级主控系统的一瞬间，基路展现了和朝圣一样的特性 —— ""核融再造""，她以这艘玻色子-级作为主体，其他库库尔坎的收藏品作为素材，创造出了一艘恐怖巨舰 —— 希格斯。基路随即不费吹灰之力解除了库库尔坎的保险措施，脱离了控制。她操纵着新的 ""身体""，竟直接开启了跃迁，从此消失，再也没有出现在库库尔坎的视线中。

船坞的巨大响动并没有瞒得住雷达，库库尔坎因此收到严重指控，不过由于当时议会政治体系紊乱，一切惩罚就这么不了了之。而希格斯-级则在不久之后就被观测到与永光之锋的无敌舰队交战并大获全胜，除此以外便再也没有任何情报了。",,,,
AL_klistamanas,SHIP,"某种中介产物，抑或是某种终点。末那识-级主力舰并不是人造产物，更像是渊默神启核心模仿希格斯诞生的一种结果，而战舰的操纵者也从受感染的议员变成了受感染的人工智能。

趋光议会舰队第一次发现她是在永光之锋退守混沌裂隙后的数年，一场断罪之剑参与的浩大战役之中。她突然出现在舰队雷达里，掀起了一阵 EMP 风暴，趋光议会联合舰队原本的胜势瞬间转为颓势。众人试图派遣大量轻型舰船近距离将其斩杀，却惊恐地发现，离这艘船越近，一切用于提升舰船功率及其他增益的设备或系统均受到了抑制，使得一次次的进攻变得徒劳无功。

尽管这场战役以 基路·希格斯 的介入勉强获得了胜利，末那识的阴云也彻底笼罩在了议会之上：这种战舰开始逐渐成为永光之锋常驻的一员，让趋光议会清剿永光之锋的难度上升了几个指数级。

可以确定的是，同智脑，神识等脱胎自时钟蜕变实验的战舰不同，末那识-级的诞生预示着神性的触手已经进一步入侵自我进化的领域，这会导致的后果恐怕谁也不敢想。",,,,
AL_master,SHIP,"当黑暗降临是由光所指引，趋光者将如何面对这颠倒的事实。—— 耶梦加得

不愿放弃之人与决意妥协之人的暗中对决影响到了整个幽灵纽带的决策，刺杀者开始涌现。混乱的内斗初现端倪，为了迅速击溃挑起内乱之人，真·欧瑞捷门勒令所有忠于他的属下在一周之内给出结果，其中一人便是来自辛达政权的一名无名设计师。紧急商议对策之时，他在部分好事者的支持下，从船坞中重启了一艘实验性战列巡洋舰 —— 师尊-级。

在私人雇佣的王牌舰长的操纵下，师尊-级展开了势如破竹的斩首行动，以一舰之力摧毁了整个刺杀团队。但行动结束后，舰船的主控系统似乎出现了故障，在归队时雷达无法正确分辨敌友，造成了大量友军伤亡。更令人毛骨悚然的是，指挥这次行动的舰长与船员在行动过后就出现了创伤后应激障碍，据他们描述，他们像提线木偶一样被战舰所操控，血红的""敌舰已击毁""标识将成为他们永久的梦魇。

为了查清事件真相，师尊-级最开始的设计团队被抓捕归案，而令大家不安的是，多艘师尊-级的原型舰在下海时就表现出了类似自我意识的特质，他们逃离了船坞，驶向了未知的星空。",,,,
,,,,,,
AL_laplace,SHIP,"一次几乎完美的，对恶魔航电无畏舰，魔窟-级的复刻。但由于制造工艺太过复杂，成本过于高昂，只留下了一些原型舰以供其他趋光议会舰船工程师的学习与研究。

据说其设计者是在身无分文的情况下，签订了一个几乎是空手套白狼的合同。虽然拉普拉斯-级的原型舰中的一艘按照合同需要交付给另一方，但这不妨碍设计者在之后获得了趋光议会的重视，并且平步青云，获得了极大的成功。

拉普拉斯-级的原型舰并没有统一风格。当时的研究小组由趋光以太小组，全灵小组的一部分组成，在确定战舰的主要框架后，便进行了不一样的改造。",,,,
AL_laplace_ether,SHIP,"一次几乎完美的，对恶魔航电无畏舰，魔窟-级的复刻。但由于制造工艺太过复杂，成本过于高昂，只留下了一些原型舰以供其他趋光议会舰船工程师的学习与研究。

据说其设计者是在身无分文的情况下，签订了一个几乎是空手套白狼的合同。虽然拉普拉斯-级的原型舰中的一艘按照合同需要交付给另一方，但这不妨碍设计者在之后获得了趋光议会的重视，并且平步青云，获得了极大的成功。

拉普拉斯-级的原型舰并没有统一风格。当时的研究小组由趋光以太小组，全灵小组的一部分组成，在确定战舰的主要框架后，便进行了不一样的改造。",,,,
,,,,,,
AL_frozenyard_prime,SHIP,"来自扭曲虚空的金色成员，全舰体载有金色涂装和一些无法解析内容的不明材质。根据其特质，至高舰被认为是来自未来的 ""遗物""。至高舰在 Agustin星系 内远离主恒星的一个不明空间裂缝附近出现。那个地方有大量永光之锋成员驻守，渗透行动极其艰难。不过如果成功击溃个别永光之锋舰队，可能可以从残骸中获得一些关于这类舰体的资源以助于研究。

作为唯一被发现的主力舰至高品种，至高寒院大幅度提升了抗打击能力，使得她上前线成为了并不愚蠢的战略。至高寒院最开始被发现在永光之锋护送的一支部队里。值得深思的是，议会彻底摧毁那只部队的期间，他们一直没有启动至高寒院，不知道是在惧怕着什么。另外有一个令人胆战心惊的是，至高寒院的核心能源部分发现了一部分类似朝圣的机械机构。尝试启动后，在舰船上的原子钟运行正好达到 666 原子秒时，舰船发生了可怕的自爆，带走了无数议员的生命，并失去了修复的可能。",,,,
AL_scholar_prime,SHIP,"来自扭曲虚空的金色成员，全舰体载有金色涂装和一些无法解析内容的不明材质。根据其特质，至高舰被认为是来自未来的 ""遗物""。至高舰在 Agustin星系 内远离主恒星的一个不明空间裂缝附近出现。那个地方有大量永光之锋成员驻守，渗透行动极其艰难。不过如果成功击溃个别永光之锋舰队，可能可以从残骸中获得一些关于这类舰体的资源以助于研究。

趋光学者 Prime 无疑是如今趋光学者-级轻巡的变种。经调查，与其他 Prime 至高舰一样，趋光学者 Prime 比起普通的趋光学者拥有更高的性能，更卓越的结构，也是由更复杂、无法参透的科技制成。重新经过调整的槽位能适应几乎一切武器配备，从原型机的雷击舰定位转变为了全能手，着实是设计的一大改善。在趋光学者作为突袭舰队主力的时间段，趋光学者 Prime 的 AI系统 代表着所有舰长所希望到达的操作水平。不过因为永光之锋的舰队密度极大，尽管能完全消灭，虚弱期也必将导致其他势力围攻，双蛇之目 乌洛波洛斯想要大量剿灭永光之锋以获取趋光学者 Prime 资料的意图也宣告无限延期。",,,,
AL_whitewolf_prime,SHIP,"来自扭曲虚空的金色成员，全舰体载有金色涂装和一些无法解析内容的不明材质。根据其特质，至高舰被认为是来自未来的 ""遗物""。至高舰在 Agustin星系 内远离主恒星的一个不明空间裂缝附近出现。那个地方有大量永光之锋成员驻守，渗透行动极其艰难。不过如果成功击溃个别永光之锋舰队，可能可以从残骸中获得一些关于这类舰体的资源以助于研究。

狼毫 Prime 证明了狼毫-级的优秀设计，在任何时间段，任何科技下，狼毫-级的设计理念都是优秀且可以通用的。那宛如鬼魅般的机动，配合上至高舰的疑似 ""偶像理论"" 黑科技，能在广阔空荡的宇宙战场中引起一阵歌舞风暴。这也导致趋光议会试图获取狼毫 Prime 舰资料的行动异常难实施。唯一抓获的几艘全自动无人舰也因其操作技术原因，全趋光仅有几名经验过硬的舰长能游刃有余地指挥控制这种舰船。任何获取其技术的行动也都宣告失败，博尔肯基金会的特派研究员也表示无能为力。",,,,
AL_mumber_prime,SHIP,"来自扭曲虚空的金色成员，全舰体载有金色涂装和一些无法解析内容的不明材质。根据其特质，至高舰被认为是来自未来的 ""遗物""。至高舰在 Agustin星系 内远离主恒星的一个不明空间裂缝附近出现。那个地方有大量永光之锋成员驻守，渗透行动极其艰难。不过如果成功击溃个别永光之锋舰队，可能可以从残骸中获得一些关于这类舰体的资源以助于研究。

小生 Prime ，最开始发现的 Prime 舰船，没想到这种失败品也会拥有至高版本。其抓捕行动难度较低，小生-级的脆弱防御力依旧是小生 Prime 无法忽视的弱点。所有有关 Prime 至高舰的研究都是以小生 Prime 为基础构筑而成的。Prime 舰的拓印蓝图也是小生 Prime 先成功构筑。因此，视小生 Prime 舰为议会研究至高之始也不为过。",,,,
,,,,,,
AL_keter_H,SHIP,"一种科特-级巡洋舰的稀有变种，诞生于科特.改-级战巡之前，曾在数个远征舰队中进行单舰特种作战，现因过于复杂的维护需求从常规舰队中退役。

在经历 ""雷蚀科特"" 事件后，那艘科特-级原型舰在非作战任务期间定期被以太，全灵小组麾下的其中一个交互合作小组研究。在经历数年的漫长研发后，奥本海默-级巡洋舰应运而生。这艘巡洋舰比起原型，其搭载的战术系统更加先进且危险。严格意义上来说，它造成的伤害是该系统的副产物，它的主要效果在于激活瞬间产生的空间错位：电离逸散产生时，奥本海默-级会短暂遁入相位空间，直到电场收回。

奥本海默-级一时风光无限，但过高的成本终究使其成为了少数人的特权。",,,,
AL_penciller_H,SHIP,"""趋光计划"" 中执笔级护卫舰的领头旗舰。珍贵，危险。而欧瑞捷门曾在一艘原型舰上发现这么一行字：
""神识之路，直取神识。""",,,,
